1,2.035337591,24,2,2.5
2,2.025140246,24,2,2.5
3,2.013326371,24,2,2.5
4,2.013284666,24,2,2.5
5,2.000528338,24,2,2.5
6,2.013899076,24,2,2.5
7,2.013101106,24,2,2.5
8,1.968789826,24,2,2.5
9,1.968166176,24,2,2.5
10,1.957230792,24,2,2.5
11,1.945599151,24,2,2.5
12,1.934750504,24,2,2.5
13,1.923279954,24,2,2.5
14,1.911889931,24,2,2.5
15,1.901066714,24,2,2.5
16,1.889198995,24,2,2.5
17,1.878278372,24,2,2.5
18,1.867569716,24,2,2.5
19,1.867589257,24,2,2.5
20,1.979626548,24,2,2.5
21,1.957549908,24,2,2.5
22,1.945815017,24,2,2.5
23,1.924246112,24,2,2.5
24,1.945981133,24,2,2.5
25,1.901407931,24,2,2.5
26,1.878674214,24,2,2.5
27,1.868306133,24,2,2.5
28,1.856024407,24,2,2.5
29,1.845199796,24,2,2.5
30,1.857228891,24,2,2.5
31,1.924776089,24,2,2.5
32,1.882231753,24,2,2.5
33,1.855276688,24,2,2.5
34,1.839250892,24,2,2.5
35,1.818539607,24,2,2.5
36,1.813477006,24,2,2.5
37,1.797101845,24,2,2.5
38,1.781004629,24,2,2.5
39,1.771013042,24,2,2.5
40,1.760471245,24,2,2.5
41,1.750291379,24,2,2.5
42,1.739492504,24,2,2.5
43,1.754676655,24,2,2.5
44,1.765939094,24,2,2.5
45,1.733788742,24,2,2.5
46,1.713325912,24,2,2.5
47,1.702407781,24,2,2.5
48,1.823719462,24,2,2.5
49,1.808128405,24,2,2.5
50,1.775761095,24,2,2.5
51,1.744740984,24,2,2.5
52,1.729207034,24,2,2.5
53,1.708108655,24,2,2.5
54,1.697595424,24,2,2.5
55,1.682063452,24,2,2.5
56,1.671476832,24,2,2.5
57,1.660759139,24,2,2.5
58,1.651121015,24,2,2.5
59,1.640134926,24,2,2.5
60,1.629199942,24,2,2.5
61,1.60884963,24,2,2.5
62,1.60352449,24,2,2.5
63,1.598971214,24,2,2.5
64,1.587627312,24,2,2.5
65,1.582971974,24,2,2.5
66,1.567137637,24,2,2.5
67,1.561344614,24,2,2.5
68,1.551171189,24,2,2.5
69,1.540674161,24,2,2.5
70,1.525313874,24,2,2.5
71,1.530157032,24,2,2.5
72,1.524656683,24,2,2.5
73,1.514549299,24,2,2.5
74,1.509391505,24,2,2.5
75,1.503997433,24,2,2.5
76,1.493520192,24,2,2.5
77,1.487632302,24,2,2.5
78,1.530287621,24,2,2.5
79,1.504076009,24,2,2.5
80,1.488759361,24,2,2.5
81,1.478277929,24,2,2.5
82,1.478459982,24,2,2.5
83,1.473214845,24,2,2.5
84,1.467516494,24,2,2.5
85,1.451629266,24,2,2.5
86,1.451923772,24,2,2.5
87,1.447148469,24,2,2.5
88,1.446853811,24,2,2.5
89,1.441674193,24,2,2.5
90,1.593586659,24,2,2.5
91,1.546390238,24,2,2.5
92,1.514705592,24,2,2.5
93,1.498978608,24,2,2.5
94,1.483111075,24,2,2.5
95,1.472966483,24,2,2.5
96,1.46276044,24,2,2.5
97,1.451836468,24,2,2.5
98,1.446867064,24,2,2.5
99,1.441380399,24,2,2.5
100,1.431210745,24,2,2.5
101,1.426024718,24,2,2.5
102,1.42048765,24,2,2.5
103,1.420700623,24,2,2.5
104,1.452255804,24,2,2.5
105,1.431557633,24,2,2.5
106,1.415015751,24,2,2.5
107,1.409731151,24,2,2.5
108,1.404917318,24,2,2.5
109,1.395164297,24,2,2.5
110,1.394534383,24,2,2.5
111,1.389317118,24,2,2.5
112,1.383837947,24,2,2.5
113,1.373681424,24,2,2.5
114,1.378605989,24,2,2.5
115,1.37376003,24,2,2.5
116,1.368258058,24,2,2.5
117,1.363302404,24,2,2.5
118,1.358096614,24,2,2.5
119,1.353269091,24,2,2.5
120,1.384160574,24,2,2.5
121,1.405146779,24,2,2.5
122,1.378719023,24,2,2.5
123,1.368265778,24,2,2.5
124,1.35731513,24,2,2.5
125,1.352493464,24,2,2.5
126,1.347409915,24,2,2.5
127,1.337007513,24,2,2.5
128,1.331235297,24,2,2.5
129,1.325930378,24,2,2.5
130,1.321578744,24,2,2.5
131,1.321225074,24,2,2.5
132,1.31564853,24,2,2.5
133,1.32090257,24,2,2.5
134,1.347432877,24,2,2.5
135,1.326012807,24,2,2.5
136,1.310118678,24,2,2.5
137,1.305216202,24,2,2.5
138,1.300406195,24,2,2.5
139,1.300235736,24,2,2.5
140,1.289506672,24,2,2.5
141,1.279253057,24,2,2.5
142,1.279207817,24,2,2.5
143,1.274036761,24,2,2.5
144,1.274127392,24,2,2.5
145,1.263763943,24,2,2.5
146,1.258137369,24,2,2.5
147,1.253259864,24,2,2.5
148,1.253231332,24,2,2.5
149,1.248087496,24,2,2.5
150,1.253435428,24,2,2.5
151,1.289804877,24,2,2.5
152,1.263540202,24,2,2.5
153,1.247976171,24,2,2.5
154,1.232120288,24,2,2.5
155,1.227113767,24,2,2.5
156,1.221739758,24,2,2.5
157,1.211102679,24,2,2.5
158,1.205615977,24,2,2.5
159,1.200893626,24,2,2.5
160,1.190590399,24,2,2.5
161,1.185179251,24,2,2.5
162,1.179670682,24,2,2.5
163,1.174595284,24,2,2.5
164,1.153818332,24,2,2.5
165,1.164400956,24,2,2.5
166,1.158797495,24,2,2.5
167,1.174974883,24,2,2.5
168,1.185675233,24,2,2.5
